datetime,Weekday,season,Holiday,Workingday,weather,Temp,Feel-like temp,Humidity,Windspeed,Casual renter,Registered renter,Total renter
1/2/15 11:00,5,1,0,1,2,9.13,9.12,40,15.0202,5,0,5
1/2/15 12:00,5,1,0,1,2,7.78,9.70,38,18.7363,4,0,4
1/2/15 13:00,5,1,0,1,2,7.92,10.02,37,17.6779,5,1,6
1/2/15 14:00,5,1,0,1,2,8.68,9.90,38,16.9714,4,0,4
1/2/15 15:00,5,1,0,1,2,7.45,10.49,38,12.9520,4,1,5
1/2/15 16:00,5,1,0,1,2,8.52,11.01,38,11.9753,4,0,4
1/2/15 17:00,5,1,0,1,2,7.43,12.18,36,0,4,1,5
1/2/15 18:00,5,1,0,1,1,8.55,10.49,41,5.3149,4,0,4
1/2/15 19:00,5,1,0,1,1,6.78,10.42,54,6.7887,5,0,5
1/2/15 20:00,5,1,0,1,1,6.47,11.03,48,5.8124,4,1,5
1/2/15 21:00,5,1,0,1,1,7.13,10.42,48,10.5005,5,0,5
1/2/15 22:00,5,1,0,1,2,6.43,9.70,41,12.6129,4,1,5
1/2/15 23:00,5,1,0,1,2,6.63,10.69,50,12.4001,5,0,5
1/3/15 0:00,6,1,0,0,1,9.84,14.395,81,0,3,13,16
1/3/15 1:00,6,1,0,0,1,9.02,13.635,80,0,8,32,40
1/3/15 2:00,6,1,0,0,1,9.02,13.635,80,0,5,27,32
1/3/15 3:00,6,1,0,0,1,9.84,14.395,75,0,3,10,13
1/3/15 4:00,6,1,0,0,1,9.84,14.395,75,0,0,1,1
1/3/15 5:00,6,1,0,0,2,9.84,12.88,75,6.0032,0,1,1
1/3/15 6:00,6,1,0,0,1,9.02,13.635,80,0,2,0,2
1/3/15 7:00,6,1,0,0,1,8.2,12.88,86,0,1,2,3
1/3/15 8:00,6,1,0,0,1,9.84,14.395,75,0,1,7,8
1/3/15 9:00,6,1,0,0,1,13.12,17.425,76,0,8,6,14
1/3/15 10:00,6,1,0,0,1,15.58,19.695,76,16.9979,12,24,36
1/3/15 11:00,6,1,0,0,1,14.76,16.665,81,19.0012,26,30,56
1/3/15 12:00,6,1,0,0,1,17.22,21.21,77,19.0012,29,55,84
1/3/15 13:00,6,1,0,0,2,18.86,22.725,72,19.9995,47,47,94
1/3/15 14:00,6,1,0,0,2,18.86,22.725,72,19.0012,35,71,106
1/3/15 15:00,6,1,0,0,2,18.04,21.97,77,19.9995,40,70,110
1/3/15 16:00,6,1,0,0,2,17.22,21.21,82,19.9995,41,52,93
1/3/15 17:00,6,1,0,0,2,18.04,21.97,82,19.0012,15,52,67
1/3/15 18:00,6,1,0,0,3,17.22,21.21,88,16.9979,9,26,35
1/3/15 19:00,6,1,0,0,3,17.22,21.21,88,16.9979,6,31,37
1/3/15 20:00,6,1,0,0,2,16.4,20.455,87,16.9979,11,25,36
1/3/15 21:00,6,1,0,0,2,16.4,20.455,87,12.998,3,31,34
1/3/15 22:00,6,1,0,0,2,16.4,20.455,94,15.0013,11,17,28
1/3/15 23:00,6,1,0,0,2,18.86,22.725,88,19.9995,15,24,39
1/4/15 0:00,7,1,0,0,2,18.86,22.725,88,19.9995,4,13,17
1/4/15 1:00,7,1,0,0,2,18.04,21.97,94,16.9979,1,16,17
1/4/15 2:00,7,1,0,0,2,17.22,21.21,100,19.0012,1,8,9
1/4/15 3:00,7,1,0,0,2,18.86,22.725,94,12.998,2,4,6
1/4/15 4:00,7,1,0,0,2,18.86,22.725,94,12.998,2,1,3
1/4/15 6:00,7,1,0,0,3,17.22,21.21,77,19.9995,0,2,2
1/4/15 7:00,7,1,0,0,2,16.4,20.455,76,12.998,0,1,1
1/4/15 8:00,7,1,0,0,3,16.4,20.455,71,15.0013,0,8,8
1/4/15 9:00,7,1,0,0,2,15.58,19.695,76,15.0013,1,19,20
1/4/15 10:00,7,1,0,0,2,14.76,17.425,81,15.0013,7,46,53
1/4/15 11:00,7,1,0,0,2,14.76,16.665,71,16.9979,16,54,70
1/4/15 12:00,7,1,0,0,2,14.76,16.665,66,19.9995,20,73,93
1/4/15 13:00,7,1,0,0,2,14.76,17.425,66,8.9981,11,64,75
1/4/15 14:00,7,1,0,0,3,14.76,17.425,76,12.998,4,55,59
1/4/15 15:00,7,1,0,0,3,13.94,16.665,81,11.0014,19,55,74
1/4/15 16:00,7,1,0,0,3,13.94,16.665,71,11.0014,9,67,76
1/4/15 17:00,7,1,0,0,1,13.94,16.665,57,12.998,7,58,65
1/4/15 18:00,7,1,0,0,2,14.76,16.665,46,22.0028,10,43,53
1/4/15 19:00,7,1,0,0,1,13.12,14.395,42,30.0026,1,29,30
1/4/15 20:00,7,1,0,0,1,12.3,13.635,39,23.9994,5,17,22
1/4/15 21:00,7,1,0,0,1,10.66,11.365,44,22.0028,11,20,31
1/4/15 22:00,7,1,0,0,1,9.84,10.605,44,19.9995,0,9,9
1/4/15 23:00,7,1,0,0,1,9.02,11.365,47,11.0014,0,8,8
1/5/15 0:00,1,1,0,1,1,9.02,9.85,44,23.9994,0,5,5
1/5/15 1:00,1,1,0,1,1,8.2,8.335,44,27.9993,0,2,2
1/5/15 4:00,1,1,0,1,1,6.56,6.82,47,26.0027,0,1,1
1/5/15 5:00,1,1,0,1,1,6.56,6.82,47,19.0012,0,3,3
1/5/15 6:00,1,1,0,1,1,5.74,5.305,50,26.0027,0,30,30
1/5/15 7:00,1,1,0,1,1,5.74,6.82,50,12.998,1,63,64
1/5/15 8:00,1,1,0,1,1,5.74,6.06,50,19.0012,1,153,154
1/5/15 9:00,1,1,0,1,1,6.56,6.82,43,26.0027,7,81,88
1/5/15 10:00,1,1,0,1,1,7.38,8.335,43,16.9979,11,33,44
1/5/15 11:00,1,1,0,1,1,8.2,9.09,40,22.0028,10,41,51
1/5/15 12:00,1,1,0,1,1,9.02,10.605,35,19.9995,13,48,61
1/5/15 13:00,1,1,0,1,1,9.84,10.605,35,19.0012,8,53,61
1/5/15 14:00,1,1,0,1,1,10.66,12.12,30,19.0012,11,66,77
1/5/15 15:00,1,1,0,1,1,10.66,12.12,30,16.9979,14,58,72
1/5/15 16:00,1,1,0,1,1,10.66,12.12,30,16.9979,9,67,76
1/5/15 17:00,1,1,0,1,1,9.84,11.365,30,15.0013,11,146,157
1/5/15 18:00,1,1,0,1,1,9.84,12.88,32,7.0015,9,148,157
1/5/15 19:00,1,1,0,1,1,8.2,12.88,47,0,8,102,110
1/5/15 20:00,1,1,0,1,1,8.2,11.365,47,7.0015,3,49,52
1/5/15 21:00,1,1,0,1,1,7.38,9.85,64,8.9981,3,49,52
1/5/15 22:00,1,1,0,1,1,5.74,7.575,69,8.9981,0,20,20
1/5/15 23:00,1,1,0,1,1,7.38,10.605,55,7.0015,1,11,12
1/6/15 0:00,2,1,0,1,1,6.56,9.09,55,7.0015,0,5,5
1/6/15 1:00,2,1,0,1,1,6.56,9.09,59,7.0015,0,2,2
1/6/15 2:00,2,1,0,1,1,5.74,7.575,63,8.9981,0,1,1
1/6/15 4:00,2,1,0,1,1,5.74,9.09,63,6.0032,0,2,2
1/6/15 5:00,2,1,0,1,1,4.92,7.575,68,7.0015,0,4,4
1/6/15 6:00,2,1,0,1,1,4.92,7.575,74,7.0015,0,36,36
1/6/15 7:00,2,1,0,1,1,4.92,7.575,74,8.9981,2,92,94
1/6/15 8:00,2,1,0,1,1,5.74,7.575,69,11.0014,2,177,179
1/6/15 9:00,2,1,0,1,1,6.56,7.575,64,15.0013,2,98,100
1/6/15 10:00,2,1,0,1,2,6.56,6.82,69,22.0028,5,37,42
1/6/15 11:00,2,1,0,1,1,9.02,10.605,51,19.9995,7,50,57
1/6/15 12:00,2,1,0,1,1,9.02,11.365,51,11.0014,12,66,78
1/6/15 13:00,2,1,0,1,1,9.84,11.365,56,12.998,18,79,97
1/6/15 14:00,2,1,0,1,1,10.66,12.88,52,15.0013,9,54,63
1/6/15 15:00,2,1,0,1,1,11.48,13.635,52,16.9979,17,48,65
1/6/15 16:00,2,1,0,1,1,12.3,14.395,49,16.9979,15,68,83
1/6/15 17:00,2,1,0,1,1,11.48,13.635,48,15.0013,10,202,212
1/6/15 18:00,2,1,0,1,1,10.66,12.88,48,12.998,3,179,182
1/6/15 19:00,2,1,0,1,1,9.84,12.88,48,7.0015,2,110,112
1/6/15 20:00,2,1,0,1,1,9.84,12.88,48,7.0015,1,53,54
1/6/15 21:00,2,1,0,1,1,9.02,13.635,64,0,0,48,48
1/6/15 22:00,2,1,0,1,1,9.02,12.88,64,6.0032,1,34,35
1/6/15 23:00,2,1,0,1,1,8.2,11.365,69,6.0032,2,9,11
1/7/15 0:00,3,1,0,1,1,8.2,12.88,64,0,0,6,6
1/7/15 1:00,3,1,0,1,1,6.56,9.85,74,6.0032,0,6,6
1/7/15 2:00,3,1,0,1,1,6.56,9.85,74,6.0032,0,2,2
1/7/15 4:00,3,1,0,1,1,9.84,11.365,48,15.0013,0,2,2
1/7/15 5:00,3,1,0,1,1,9.02,11.365,47,11.0014,0,3,3
1/7/15 6:00,3,1,0,1,1,8.2,9.85,47,15.0013,0,33,33
1/7/15 7:00,3,1,0,1,1,7.38,9.09,43,12.998,1,87,88
1/7/15 8:00,3,1,0,1,1,8.2,9.09,40,19.9995,3,192,195
1/7/15 9:00,3,1,0,1,1,9.02,9.85,37,22.0028,6,109,115
1/7/15 10:00,3,1,0,1,1,9.02,9.85,37,22.0028,4,53,57
1/7/15 11:00,3,1,0,1,1,10.66,11.365,33,22.0028,12,34,46
1/7/15 12:00,3,1,0,1,1,10.66,11.365,33,22.0028,5,74,79
1/7/15 13:00,3,1,0,1,1,11.48,12.88,30,19.9995,6,65,71
1/7/15 14:00,3,1,0,1,1,12.3,14.395,28,12.998,10,52,62
1/7/15 15:00,3,1,0,1,1,12.3,14.395,28,12.998,7,55,62
1/7/15 16:00,3,1,0,1,1,12.3,15.91,28,6.0032,4,85,89
1/7/15 17:00,3,1,0,1,1,9.84,11.365,38,12.998,4,186,190
1/7/15 18:00,3,1,0,1,1,9.84,12.12,38,8.9981,3,166,169
1/7/15 19:00,3,1,0,1,1,9.84,12.88,38,7.0015,5,127,132
1/7/15 20:00,3,1,0,1,1,9.02,11.365,47,11.0014,7,82,89
1/7/15 21:00,3,1,0,1,1,8.2,9.85,51,12.998,3,40,43
1/7/15 22:00,3,1,0,1,1,7.38,9.85,55,8.9981,1,41,42
1/7/15 23:00,3,1,0,1,1,8.2,12.88,47,0,1,18,19
1/8/15 0:00,4,1,0,1,1,7.38,12.12,55,0,0,11,11
1/8/15 1:00,4,1,0,1,1,6.56,11.365,64,0,0,4,4
1/8/15 2:00,4,1,0,1,1,6.56,11.365,64,0,0,2,2
1/8/15 4:00,4,1,0,1,2,6.56,9.85,64,6.0032,0,1,1
1/8/15 5:00,4,1,0,1,2,5.74,9.09,69,6.0032,0,4,4
1/8/15 6:00,4,1,0,1,2,5.74,8.335,63,7.0015,0,36,36
1/8/15 7:00,4,1,0,1,2,6.56,11.365,59,0,0,95,95
1/8/15 8:00,4,1,0,1,1,6.56,11.365,59,0,3,216,219
1/8/15 9:00,4,1,0,1,2,7.38,12.12,51,0,6,116,122
1/8/15 10:00,4,1,0,1,1,8.2,12.88,47,0,3,42,45
1/8/15 11:00,4,1,0,1,1,9.02,12.88,44,6.0032,2,57,59
1/8/15 12:00,4,1,0,1,1,10.66,14.395,35,0,6,78,84
1/8/15 13:00,4,1,0,1,1,10.66,13.635,35,7.0015,12,55,67
1/8/15 14:00,4,1,0,1,1,11.48,13.635,36,11.0014,11,59,70
1/8/15 15:00,4,1,0,1,1,11.48,13.635,36,0,8,54,62
1/8/15 16:00,4,1,0,1,1,10.66,12.88,38,11.0014,12,74,86
1/8/15 17:00,4,1,0,1,1,9.02,11.365,51,11.0014,9,163,172
1/8/15 18:00,4,1,0,1,1,9.02,11.365,51,8.9981,5,158,163
1/8/15 19:00,4,1,0,1,1,9.02,12.88,55,6.0032,3,109,112
1/8/15 20:00,4,1,0,1,1,8.2,10.605,51,11.0014,3,66,69
1/8/15 21:00,4,1,0,1,2,9.02,10.605,55,15.0013,0,48,48
1/8/15 22:00,4,1,0,1,2,9.02,10.605,51,19.0012,1,51,52
1/8/15 23:00,4,1,0,1,2,8.2,9.85,59,12.998,4,19,23
1/9/15 0:00,5,1,0,1,2,8.2,9.85,64,12.998,4,13,17
1/9/15 1:00,5,1,0,1,2,8.2,9.85,69,15.0013,2,5,7
1/9/15 2:00,5,1,0,1,2,8.2,9.85,69,15.0013,0,1,1
1/9/15 4:00,5,1,0,1,2,8.2,10.605,69,8.9981,0,1,1
1/9/15 5:00,5,1,0,1,3,9.02,13.635,55,0,0,5,5
1/9/15 6:00,5,1,0,1,2,8.2,12.88,69,0,8,26,34
1/9/15 7:00,5,1,0,1,1,8.2,10.605,69,8.9981,8,76,84
1/9/15 8:00,5,1,0,1,1,8.2,9.85,51,16.9979,20,190,210
1/9/15 9:00,5,1,0,1,1,8.2,9.09,47,19.9995,9,125,134
1/9/15 10:00,5,1,0,1,1,9.02,9.85,37,22.0028,16,47,63
1/9/15 11:00,5,1,0,1,2,8.2,9.85,40,15.0013,19,48,67
1/9/15 12:00,5,1,0,1,2,8.2,9.85,37,16.9979,9,50,59
1/9/15 13:00,5,1,0,1,2,8.2,9.09,37,19.0012,9,64,73
1/9/15 14:00,5,1,0,1,2,8.2,9.85,40,16.9979,7,43,50
1/9/15 15:00,5,1,0,1,2,8.2,10.605,37,11.0014,9,63,72
1/9/15 16:00,5,1,0,1,2,8.2,10.605,37,11.0014,5,82,87
1/9/15 17:00,5,1,0,1,2,8.2,12.88,37,0,9,178,187
1/9/15 18:00,5,1,0,1,1,8.2,11.365,40,6.0032,7,116,123
1/9/15 19:00,5,1,0,1,1,6.56,9.85,55,6.0032,3,92,95
1/9/15 20:00,5,1,0,1,1,7.38,10.605,47,7.0015,1,50,51
1/9/15 21:00,5,1,0,1,1,7.38,9.85,47,8.9981,0,39,39
1/9/15 22:00,5,1,0,1,2,7.38,9.85,43,11.0014,2,34,36
1/9/15 23:00,5,1,0,1,2,7.38,9.85,51,11.0014,1,14,15
1/10/15 0:00,6,1,0,0,2,7.38,9.85,51,11.0014,1,24,25
1/10/15 1:00,6,1,0,0,2,7.38,10.605,55,6.0032,1,15,16
1/10/15 2:00,6,1,0,0,2,7.38,12.12,55,0,3,13,16
1/10/15 3:00,6,1,0,0,3,7.38,9.85,55,11.0014,0,7,7
1/10/15 4:00,6,1,0,0,3,7.38,9.85,55,11.0014,0,1,1
1/10/15 5:00,6,1,0,0,2,6.56,8.335,74,11.0014,0,5,5
1/10/15 6:00,6,1,0,0,2,6.56,8.335,74,11.0014,0,2,2
1/10/15 7:00,6,1,0,0,2,6.56,9.09,74,7.0015,1,8,9
1/10/15 8:00,6,1,0,0,3,6.56,9.09,93,7.0015,0,15,15
1/10/15 9:00,6,1,0,0,3,6.56,9.09,93,7.0015,0,20,20
1/10/15 10:00,6,1,0,0,2,7.38,9.85,80,11.0014,5,56,61
1/10/15 11:00,6,1,0,0,2,8.2,9.09,69,26.0027,2,60,62
1/10/15 12:00,6,1,0,0,2,8.2,9.09,59,23.9994,8,90,98
1/10/15 13:00,6,1,0,0,1,8.2,9.09,44,22.0028,7,95,102
1/10/15 14:00,6,1,0,0,1,8.2,8.335,32,32.9975,12,83,95
1/10/15 15:00,6,1,0,0,1,8.2,8.335,32,30.0026,5,69,74
1/10/15 16:00,6,1,0,0,1,7.38,6.82,29,30.0026,8,68,76
1/10/15 17:00,6,1,0,0,1,6.56,6.06,37,36.9974,5,64,69
1/10/15 18:00,6,1,0,0,1,5.74,6.06,39,19.9995,3,52,55
1/10/15 19:00,6,1,0,0,1,5.74,6.06,36,16.9979,4,26,30
1/10/15 20:00,6,1,0,0,1,4.92,6.06,36,16.9979,0,28,28
1/10/15 21:00,6,1,0,0,1,4.92,5.305,39,23.9994,2,35,37
1/10/15 22:00,6,1,0,0,1,4.92,5.305,36,26.0027,1,33,34
1/10/15 23:00,6,1,0,0,1,4.1,3.03,39,30.0026,0,22,22
1/11/15 0:00,7,1,0,0,1,4.1,3.79,42,26.0027,1,24,25
1/11/15 1:00,7,1,0,0,1,4.1,3.03,42,31.0009,0,12,12
1/11/15 2:00,7,1,0,0,1,4.1,3.03,46,31.0009,0,11,11
1/11/15 3:00,7,1,0,0,1,4.1,3.79,46,27.9993,0,4,4
1/11/15 4:00,7,1,0,0,1,3.28,4.545,53,12.998,0,1,1
1/11/15 5:00,7,1,0,0,1,3.28,4.545,53,12.998,0,1,1
1/11/15 6:00,7,1,0,0,1,4.1,4.545,49,19.0012,0,1,1
1/11/15 7:00,7,1,0,0,1,3.28,4.545,53,12.998,1,5,6
1/11/15 8:00,7,1,0,0,1,4.1,4.545,49,19.0012,0,10,10
1/11/15 9:00,7,1,0,0,1,4.92,3.79,46,35.0008,0,19,19
1/11/15 10:00,7,1,0,0,1,5.74,5.305,43,26.0027,0,49,49
1/11/15 11:00,7,1,0,0,1,6.56,6.06,40,35.0008,2,47,49
1/11/15 12:00,7,1,0,0,1,7.38,6.82,37,30.0026,4,79,83
1/11/15 13:00,7,1,0,0,1,8.2,8.335,34,30.0026,6,69,75
1/11/15 14:00,7,1,0,0,1,9.02,9.09,32,31.0009,8,64,72
1/11/15 15:00,7,1,0,0,1,9.02,9.85,35,23.9994,5,77,82
1/11/15 16:00,7,1,0,0,1,8.2,8.335,34,30.0026,13,79,92
1/11/15 17:00,7,1,0,0,1,7.38,7.575,37,26.0027,3,59,62
1/11/15 18:00,7,1,0,0,1,6.56,6.82,40,22.0028,4,44,48
1/11/15 19:00,7,1,0,0,1,6.56,6.82,43,22.0028,1,40,41
1/11/15 20:00,7,1,0,0,1,5.74,6.06,46,16.9979,0,38,38
1/11/15 21:00,7,1,0,0,1,5.74,5.305,46,27.9993,1,19,20
1/11/15 22:00,7,1,0,0,1,5.74,6.06,46,19.9995,5,10,15
1/11/15 23:00,7,1,0,0,1,4.92,6.82,50,12.998,0,6,6
1/12/15 0:00,1,1,0,1,1,4.92,6.06,50,19.0012,2,3,5
1/12/15 1:00,1,1,0,1,1,4.92,6.06,50,19.0012,1,0,1
1/12/15 2:00,1,1,0,1,1,4.92,6.06,50,15.0013,0,3,3
1/12/15 3:00,1,1,0,1,1,4.92,6.06,50,15.0013,0,1,1
1/12/15 4:00,1,1,0,1,1,4.1,6.06,54,8.9981,1,2,3
1/12/15 5:00,1,1,0,1,1,4.1,5.305,54,16.9979,0,3,3
1/12/15 6:00,1,1,0,1,1,4.92,6.06,50,19.0012,0,31,31
1/12/15 7:00,1,1,0,1,1,4.92,6.06,50,15.0013,2,75,77
1/12/15 8:00,1,1,0,1,2,4.92,6.06,50,19.0012,4,184,188
1/12/15 9:00,1,1,0,1,2,5.74,6.06,50,16.9979,2,92,94
1/12/15 10:00,1,1,0,1,2,5.74,6.06,50,19.9995,0,31,31
1/12/15 11:00,1,1,0,1,2,6.56,6.82,47,19.0012,2,28,30
1/12/15 12:00,1,1,0,1,2,8.2,9.09,40,19.0012,5,47,52
1/12/15 13:00,1,1,0,1,2,8.2,9.09,40,19.0012,4,50,54
1/12/15 14:00,1,1,0,1,2,8.2,9.85,40,15.0013,0,47,47
1/12/15 15:00,1,1,0,1,2,8.2,9.85,40,15.0013,2,43,45
1/12/15 16:00,1,1,0,1,1,8.2,10.605,40,8.9981,4,70,74
1/12/15 17:00,1,1,0,1,1,8.2,11.365,40,7.0015,4,174,178
1/12/15 18:00,1,1,0,1,1,8.2,9.85,40,15.0013,1,154,155
1/12/15 19:00,1,1,0,1,1,6.56,8.335,47,11.0014,3,92,95
1/12/15 20:00,1,1,0,1,1,6.56,8.335,50,11.0014,1,73,74
1/12/15 21:00,1,1,0,1,1,5.74,6.82,59,12.998,1,37,38
1/12/15 22:00,1,1,0,1,1,5.74,7.575,59,11.0014,2,22,24
1/12/15 23:00,1,1,0,1,1,5.74,7.575,59,11.0014,0,18,18
1/13/15 0:00,2,1,0,1,1,5.74,8.335,59,7.0015,2,10,12
1/13/15 1:00,2,1,0,1,1,5.74,7.575,59,11.0014,0,3,3
1/13/15 2:00,2,1,0,1,2,6.56,7.575,55,12.998,0,3,3
1/13/15 5:00,2,1,0,1,2,6.56,9.09,55,8.9981,0,6,6
1/13/15 6:00,2,1,0,1,2,6.56,9.09,55,8.9981,0,27,27
1/13/15 7:00,2,1,0,1,2,6.56,11.365,55,0,2,97,99
1/13/15 8:00,2,1,0,1,2,7.38,10.605,51,6.0032,3,214,217
1/13/15 9:00,2,1,0,1,2,7.38,9.85,51,11.0014,3,127,130
1/13/15 10:00,2,1,0,1,2,8.2,10.605,51,11.0014,3,51,54
1/13/15 11:00,2,1,0,1,2,8.2,10.605,47,8.9981,4,31,35
1/13/15 12:00,2,1,0,1,2,8.2,11.365,51,7.0015,2,55,57
1/13/15 13:00,2,1,0,1,2,8.2,11.365,59,6.0032,6,46,52
1/13/15 14:00,2,1,0,1,2,8.2,11.365,59,6.0032,3,60,63
1/13/15 15:00,2,1,0,1,2,6.56,9.85,80,6.0032,2,45,47
1/13/15 16:00,2,1,0,1,2,6.56,7.575,86,15.0013,4,72,76
1/13/15 17:00,2,1,0,1,2,6.56,7.575,86,15.0013,6,130,136
1/13/15 18:00,2,1,0,1,3,6.56,9.09,93,7.0015,1,94,95
1/13/15 19:00,2,1,0,1,3,6.56,11.365,93,0,0,51,51
1/13/15 20:00,2,1,0,1,3,6.56,7.575,93,12.998,0,32,32
1/13/15 21:00,2,1,0,1,3,6.56,9.85,86,6.0032,0,20,20
1/13/15 22:00,2,1,0,1,3,6.56,9.09,93,7.0015,1,28,29
1/13/15 23:00,2,1,0,1,3,6.56,9.85,93,6.0032,1,18,19
1/14/15 0:00,3,1,0,1,2,6.56,9.85,86,6.0032,0,7,7
1/14/15 1:00,3,1,0,1,2,6.56,9.09,86,7.0015,0,6,6
1/14/15 2:00,3,1,0,1,1,5.74,7.575,86,8.9981,0,1,1
1/14/15 5:00,3,1,0,1,1,5.74,7.575,86,11.0014,0,5,5
1/14/15 6:00,3,1,0,1,1,4.92,7.575,93,8.9981,0,16,16
1/14/15 7:00,3,1,0,1,1,5.74,7.575,69,8.9981,0,54,54
1/14/15 8:00,3,1,0,1,1,6.56,8.335,59,11.0014,3,125,128
1/14/15 9:00,3,1,0,1,1,6.56,6.82,59,22.0028,3,78,81
1/14/15 10:00,3,1,0,1,1,7.38,9.09,55,15.0013,0,39,39
1/14/15 11:00,3,1,0,1,1,8.2,9.09,51,26.0027,3,32,35
1/14/15 12:00,3,1,0,1,1,8.2,7.575,47,39.0007,3,52,55
1/14/15 13:00,3,1,0,1,1,9.02,9.85,44,23.9994,0,49,49
1/14/15 14:00,3,1,0,1,1,8.2,9.09,47,22.0028,0,44,44
1/14/15 15:00,3,1,0,1,1,8.2,8.335,47,27.9993,1,48,49
1/14/15 16:00,3,1,0,1,1,9.02,9.85,44,22.0028,5,63,68
1/14/15 17:00,3,1,0,1,1,8.2,9.09,47,23.9994,0,139,139
1/14/15 18:00,3,1,0,1,1,8.2,7.575,47,35.0008,2,135,137
1/14/15 19:00,3,1,0,1,1,7.38,7.575,47,27.9993,1,82,83
1/14/15 20:00,3,1,0,1,1,6.56,6.82,50,22.0028,2,54,56
1/14/15 21:00,3,1,0,1,1,6.56,6.82,55,22.0028,0,57,57
1/14/15 22:00,3,1,0,1,1,6.56,6.06,55,30.0026,1,32,33
1/14/15 23:00,3,1,0,1,1,5.74,5.305,59,27.9993,1,19,20
1/15/15 0:00,4,1,0,1,1,5.74,6.06,59,19.0012,1,6,7
1/15/15 1:00,4,1,0,1,1,5.74,6.06,50,19.0012,0,2,2
1/15/15 2:00,4,1,0,1,1,5.74,6.06,50,23.9994,0,2,2
1/15/15 3:00,4,1,0,1,1,5.74,6.06,50,22.0028,0,3,3
1/15/15 4:00,4,1,0,1,1,5.74,6.06,50,16.9979,0,4,4
1/15/15 5:00,4,1,0,1,1,5.74,6.06,50,19.9995,0,3,3
1/15/15 6:00,4,1,0,1,1,4.92,7.575,54,8.9981,0,28,28
1/15/15 7:00,4,1,0,1,1,4.92,7.575,54,8.9981,0,72,72
1/15/15 8:00,4,1,0,1,1,5.74,6.82,50,12.998,5,197,202
1/15/15 9:00,4,1,0,1,1,5.74,6.06,50,22.0028,2,137,139
1/15/15 10:00,4,1,0,1,2,6.56,6.82,50,23.9994,2,36,38
1/15/15 11:00,4,1,0,1,2,8.2,8.335,44,30.0026,4,33,37
1/15/15 12:00,4,1,0,1,1,8.2,8.335,44,27.9993,3,49,52
1/15/15 13:00,4,1,0,1,1,9.02,9.85,41,30.0026,2,81,83
1/15/15 14:00,4,1,0,1,1,9.02,9.85,41,26.0027,3,39,42
1/15/15 15:00,4,1,0,1,1,9.84,10.605,38,19.9995,5,55,60
1/15/15 16:00,4,1,0,1,1,9.84,10.605,38,23.9994,2,76,78
1/15/15 17:00,4,1,0,1,1,8.2,9.09,40,19.0012,4,158,162
